recommended_action,final_score,programmeName,normalized_domain,review_providers,photo_signal,measurement_signal,gap_tags,primarySector,subSectors,approvalRate,epc,awinIndex,feedEnabled,productReporting,primaryRegion,displayUrl,sample_product_urls,already_in_lead_or_sovrn,existing_data_dir_found,existing_scrape_doc_found,existing_claim_found,probe_status,notes,advertiserId,base_gap_score
do_not_prioritize_now,75.2,Thats So Fetch (US),thatssofetch.com,unknown,no,yes,general_womenswear,Womenswear,Clothing|Clothing Accessories|Womenswear,100.00,0.01,50.3995,no,no,US,https://thatssofetch.com/,,no,no,no,no,not_probed,,50593,55.0
do_not_prioritize_now,75.0,Bedfellow,bedfellowdreams.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.bedfellowdreams.com,,no,no,no,no,not_probed,,93915,65.0
do_not_prioritize_now,75.0,Buddha Pants,buddhapants.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://BUddhaPants.com,,no,no,no,no,not_probed,,94019,65.0
do_not_prioritize_now,75.0,Juana de Arco,juanadearcousa.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.juanadearcousa.com,,no,no,no,no,not_probed,,39096,65.0
do_not_prioritize_now,75.0,Ranka Group,us.jillyoga.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://us.jillyoga.com,,no,no,no,no,not_probed,,45215,65.0
do_not_prioritize_now,75.0,astoria activewear,astoria-activewear.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.astoria-activewear.com,,no,no,no,no,not_probed,,76390,65.0
do_not_prioritize_now,75.0,The Denim Blonde,thedenimblonde.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.thedenimblonde.com,,no,no,no,no,not_probed,,93671,65.0
do_not_prioritize_now,75.0,Cinorion Inc.,astroremiges.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://astroremiges.com,,no,no,no,no,not_probed,,111202,65.0
do_not_prioritize_now,75.0,Born Primitive,bornprimitive.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://bornprimitive.com,,no,no,no,no,not_probed,,50311,65.0
do_not_prioritize_now,75.0,Short Story,shortstorybox.com,unknown,no,yes,petite_tall;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://shortstorybox.com,,no,no,no,no,home_ok,,95991,65.0
do_not_prioritize_now,75.0,Revtown USA,revtownusa.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.revtownusa.com,,no,no,no,no,not_probed,,33629,65.0
do_not_prioritize_now,75.0,Bee Petite Boutique,shopbeepetite.com,unknown,no,yes,petite_tall;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://shopbeepetite.com,https://shopbeepetite.com/products/wrapping-you-with-love-sweater-dress-black-copy | https://shopbeepetite.com/products/wrapping-you-with-love-sweater-dress-black | https://shopbeepetite.com/products/green-goddess-babydoll-blouse,no,no,no,no,home_ok,,34917,65.0
do_not_prioritize_now,75.0,Lazypants,shoplazypants.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://shoplazypants.com/discount/cloud9,,no,no,no,no,not_probed,,89965,65.0
do_not_prioritize_now,75.0,polyalien,polyalien.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.polyalien.com,,no,no,no,no,not_probed,,101033,65.0
do_not_prioritize_now,75.0,Laurel Canyon Tennis Club,laurelcanyontennisclub.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.laurelcanyontennisclub.com,,no,no,no,no,not_probed,,38414,65.0
do_not_prioritize_now,75.0,DENIMAXX,denimaxx.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://DENIMAXX.COM,,no,no,no,no,not_probed,,38712,65.0
do_not_prioritize_now,75.0,In The Ivy LLC / Whiskey Skies,whiskeyskies.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://WhiskeySkies.com,,no,no,no,no,not_probed,,52351,65.0
do_not_prioritize_now,75.0,SPM International LLC,shwetambari.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://shwetambari.com,,no,no,no,no,not_probed,,78904,65.0
do_not_prioritize_now,75.0,ANN|JEAN Boutique,brynleeandbriggs.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.brynleeandbriggs.com,,no,no,no,no,not_probed,,97261,65.0
do_not_prioritize_now,75.0,Teddy Stratford,teddystratford.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://teddystratford.com,,no,no,no,no,not_probed,,94633,65.0
do_not_prioritize_now,75.0,Julia Amory,juliaamory.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,1.67,55.639,no,yes,US,https://www.juliaamory.com,,no,no,no,no,not_probed,,62567,20.0
do_not_prioritize_now,75.0,Lolima,shoplolima.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,11.38,62.1375,no,yes,US,https://www.shoplolima.com,,no,no,no,no,not_probed,,98559,20.0
do_not_prioritize_now,75.0,Beyond By Vera,beyondbyvera.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.50,53.9289,yes,yes,US,https://beyondbyvera.com,,no,no,no,no,not_probed,,51897,20.0
do_not_prioritize_now,75.0,Aratta LLC,shoparatta.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,11.41,62.1414,no,yes,US,https://www.shoparatta.com,,no,no,no,no,not_probed,,49053,20.0
do_not_prioritize_now,75.0,Ossou (US),ossou.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,4.35,68.0094,no,yes,US,https://ossou.com/,,no,no,no,no,not_probed,,117055,20.0
do_not_prioritize_now,75.0,Contessa Mills,contessamills.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,5.50,62.2168,no,yes,US,https://contessamills.com,,no,no,no,no,not_probed,,105309,20.0
do_not_prioritize_now,75.0,Satingel,satingel.com,Judge.me,yes,yes,full_bust_lingerie;general_womenswear,Health & Beauty,Erotic|FMCG|Health & Beauty|Lingerie|Pharmaceuticals|Womenswear,0.00,0.00,0,no,yes,US,https://satingel.com/,https://satingel.com/products/satingel-vitamin-e-enriched-water-based-personal-lubricant | https://satingel.com/products/satingel-caramel-flavored-water-based-personal-lubricant | https://satingel.com/products/satingel-peach-flavored-water-based-personal-lubricant,no,no,no,no,home_ok,,124924,-10.0
do_not_prioritize_now,74.8,JOJU,livejoju.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.49,54.2746,yes,yes,US,https://livejoju.com,,no,no,no,no,not_probed,,83435,20.0
do_not_prioritize_now,74.8,Stahls,stahls.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing|DIY|Sportswear|Business Services (B2B),100.00,0.99,80.5838,yes,yes,US,https://www.stahls.com,,no,no,no,no,not_probed,,63060,10.0
do_not_prioritize_now,74.4,Toccin,toccin.com,unknown,no,yes,general_womenswear,Clothing,Clothing,96.97,4.21,80.9423,no,yes,US,https://toccin.com,,no,no,no,no,not_probed,,91739,20.0
do_not_prioritize_now,74.2,Angel Jackets,angeljackets.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.46,88.1578,yes,yes,US,https://www.angeljackets.com/categories/Mens-Leather-Jackets,,no,no,no,no,not_probed,,94387,20.0
do_not_prioritize_now,73.5,PLAINANDSIMPLE,plainandsimple.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Green (Eco friendly)|Menswear|Womenswear,88.29,0.04,54.5403,no,no,GB,https://www.plainandsimple.com/,,no,no,no,no,not_probed,,73183,55.0
do_not_prioritize_now,73.5,CECILIA,dearcecilia.com,unknown,no,yes,general_womenswear,Womenswear,Clothing|Home & Garden|Womenswear,83.33,0.09,68.8061,no,no,US,https://dearcecilia.com,,no,no,no,no,not_probed,,112040,55.0
do_not_prioritize_now,73.2,"Foshan City QKE clothing Co., LTD",sthcute.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,1.16,0,no,yes,US,https://www.sthcute.com,,no,no,no,no,not_probed,,106441,20.0
do_not_prioritize_now,72.3,Alberto Nardoni Affiliate Program US,albertonardoni.com,unknown,no,yes,dresses_formal,Clothing,Clothing,80.65,0.31,53.0768,yes,no,US,https://albertonardoni.com/,,no,no,no,no,not_probed,,102429,35.0
do_not_prioritize_now,72.2,FJackets,fjackets.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.36,74.1971,yes,yes,US,https://www.fjackets.com,,no,no,no,no,not_probed,,49327,20.0
do_not_prioritize_now,71.7,"Hefei Chuangyun Network Technology Co., Ltd.",ezabutus.com,unknown,no,yes,general_womenswear,Clothing,Clothing,33.33,1.00,0,yes,yes,US,https://ezabutus.com,,no,no,no,no,not_probed,,107710,20.0
do_not_prioritize_now,70.6,Knyt Studios,knytstudios.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,1.03,0,no,yes,US,https://www.knytstudios.com,,no,no,no,no,not_probed,,81979,20.0
do_not_prioritize_now,70.0,Never Fully Dressed US,neverfullydressed.com,unknown,no,yes,general_womenswear,Womenswear,Childrenswear|Clothing|Clothing Accessories|Womenswear,47.91,0.27,28.2157,no,no,US,https://www.neverfullydressed.com/,,no,no,no,no,not_probed,,21909,55.0
do_not_prioritize_now,70.0,Coral Reef Swim US,coralreefswim.com,unknown,no,yes,swim_shapewear;general_womenswear,Womenswear,Womenswear,0.00,0.00,0,no,yes,US,https://coralreefswim.com/,https://manavaswim.com/products/destination-top-lavender-love | https://manavaswim.com/products/leisure-reversible-bottom-ocean-blue-floral | https://manavaswim.com/products/vacationer-bottom-surface-blue,no,no,no,no,home_ok,,86403,60.0
do_not_prioritize_now,70.0,Shiny by Nature,shinybynature.com,unknown,no,yes,plus_curve,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://shinybynature.com,https://shinybynature.com/products/starlight-side-chain-silver | https://shinybynature.com/products/stardrop-side-chain-silver | https://shinybynature.com/products/cosmic-side-chain-silver,no,no,no,no,home_ok,,40596,60.0
do_not_prioritize_now,70.0,Plus Size Bath Wraps,plussizebathwraps.com,unknown,no,yes,plus_curve,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.plussizebathwraps.com/home.htm,,no,no,no,no,fetch_error,,87769,60.0
do_not_prioritize_now,70.0,Emote World,emote-world.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Menswear|Shoes|Womenswear,0.00,0.00,0,yes,no,US,https://emote-world.com/,,no,no,no,no,not_probed,,117569,55.0
do_not_prioritize_now,70.0,Club L London US,clubllondon.us,unknown,no,yes,general_womenswear,Womenswear,Clothing|Womenswear,0.00,0.00,0,yes,no,US,https://www.clubllondon.us,,no,no,no,no,not_probed,,31523,55.0
do_not_prioritize_now,70.0,EfuiHarlley,efuiharlley.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Womenswear,0.00,0.00,,yes,no,US,https://efuiharlley.com/collections/,,no,no,no,no,not_probed,,126409,55.0
do_not_prioritize_now,70.0,BA&SH US,ba-sh.com,unknown,no,yes,general_womenswear,Womenswear,Clothing|Womenswear,0.00,0.00,0,yes,no,US,https://ba-sh.com/us/,,no,no,no,no,not_probed,,124796,55.0
do_not_prioritize_now,70.0,CICYBELL,cicybell.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Womenswear,0.00,0.00,,yes,no,US,https://cicybell.com/,,no,no,no,no,not_probed,,124976,55.0
do_not_prioritize_now,70.0,Aspiga US,aspiga.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Womenswear,0.00,0.00,0,yes,no,US,http://www.aspiga.com/,,no,no,no,no,not_probed,,124544,55.0
do_not_prioritize_now,70.0,Joanie Clothing (US),joanieclothing.com,unknown,no,yes,general_womenswear,Womenswear,Green (Eco friendly)|Womenswear,0.00,0.00,0,yes,no,US,https://joanieclothing.com/us/,,no,no,no,no,not_probed,,49561,55.0
do_not_prioritize_now,70.0,Tomasso Black,tomassoblack.com,unknown,no,no,,Clothing,Clothing,100.00,1.94,61.3848,yes,yes,US,https://tomassoblack.com,,no,no,no,no,not_probed,,92237,0.0
do_not_prioritize_now,70.0,ECOM DEAL INC,luxenoir.com,unknown,no,no,,Clothing,Clothing,100.00,1.50,0,yes,yes,US,https://luxenoir.com,,no,no,no,no,not_probed,,90101,0.0
do_not_prioritize_now,70.0,JNBY,jnbyplus.com,unknown,no,no,,Clothing,Clothing,100.00,8.67,0,yes,yes,US,https://jnbyplus.com/,,no,no,no,no,not_probed,,95531,0.0
do_not_prioritize_now,70.0,Sophie Rue,sophierue.com,unknown,no,no,,Clothing,Clothing,100.00,1.30,58.1744,yes,yes,US,https://sophierue.com,,no,no,no,no,not_probed,,44075,0.0
do_not_prioritize_now,70.0,Wholesale Scarves USA,wholesalescarvesusa.com,unknown,no,no,,Clothing,Clothing,100.00,6.35,61.6347,yes,yes,US,https://www.wholesalescarvesusa.com,,no,no,no,no,not_probed,,73960,0.0
do_not_prioritize_now,70.0,THEO The Label,theothelabel.com,unknown,no,no,,Clothing,Clothing,100.00,7.11,62.3777,yes,yes,US,https://WWW.THEOTHELABEL.COM,,no,no,no,no,not_probed,,72867,0.0
do_not_prioritize_now,70.0,iHood US,ihoodwarm.com,unknown,no,no,,Clothing,Clothing,100.00,1.78,0,yes,yes,US,https://www.ihoodwarm.com/products/mens-ihood-heated-down-cotton-black-vest,,no,no,no,no,not_probed,,95649,0.0
do_not_prioritize_now,70.0,Love and Fit,loveandfit.com,unknown,no,no,,Clothing,Clothing,100.00,1.54,61.8207,yes,yes,US,https://www.loveandfit.com,,no,no,no,no,not_probed,,90811,0.0
do_not_prioritize_now,70.0,Centerline Athletics,centerlineathletics.com,unknown,no,no,,Clothing,Clothing,100.00,1.35,55.1355,yes,yes,US,https://centerlineathletics.com,,no,no,no,no,not_probed,,101443,0.0
do_not_prioritize_now,70.0,We-Ar4,we-ar4.com,unknown,no,no,,Clothing,Clothing,100.00,1.78,54.1051,yes,yes,US,https://www.we-ar4.com,,no,no,no,no,not_probed,,95759,0.0
do_not_prioritize_now,70.0,"Peacebird Fashion International Co.,Limited",shop.peacebird.com,unknown,no,no,,Clothing,Clothing,100.00,1.44,0,yes,yes,US,https://shop.peacebird.com,,no,no,no,no,not_probed,,107273,0.0
do_not_prioritize_now,70.0,Guest In Residence,guestinresidence.com,unknown,no,no,,Clothing,Clothing,100.00,1.93,55.0177,yes,yes,US,https://guestinresidence.com,,no,no,no,no,not_probed,,51585,0.0
do_not_prioritize_now,70.0,Wonder Hoodie Inc,wonderhoodie.com,unknown,no,no,,Clothing,Clothing,100.00,7.06,61.7058,yes,yes,US,https://www.wonderhoodie.com,,no,no,no,no,not_probed,,41612,0.0
do_not_prioritize_now,70.0,David Peck (DPP Productions LLC),shopdavidpeck.com,unknown,no,no,,Clothing,Clothing,100.00,14.75,63.1417,yes,yes,US,https://www.shopdavidpeck.com,,no,no,no,no,not_probed,,92389,0.0
do_not_prioritize_now,70.0,KILIKALA LIMITED,supesu.com,unknown,no,no,,Clothing,Clothing,100.00,8.07,0,yes,yes,US,https://www.supesu.com,,no,no,no,no,not_probed,,97363,0.0
do_not_prioritize_now,70.0,Joostricot,joostricot.com,unknown,no,no,,Clothing,Clothing,100.00,1.60,0,yes,yes,US,https://joostricot.com,,no,no,no,no,not_probed,,94221,0.0
do_not_prioritize_now,70.0,Boutique,prismboutique.com,unknown,no,no,,Clothing,Clothing,100.00,1.64,60.8366,yes,yes,US,https://www.prismboutique.com,,no,no,no,no,not_probed,,34997,0.0
do_not_prioritize_now,69.9,NewYorkDress.com,newyorkdress.com,unknown,no,yes,dresses_formal,Clothing,Clothing,24.47,1.00,34.6194,no,yes,US,https://newyorkdress.com,,no,no,no,no,not_probed,,58431,35.0
do_not_prioritize_now,69.6,SNIDEL,snidel.us,unknown,no,no,,Clothing,Clothing,100.00,1.23,57.0351,yes,yes,US,https://snidel.us,,no,no,no,no,not_probed,,81717,0.0
do_not_prioritize_now,69.0,Tribe Kelley,tribekelley.com,unknown,no,yes,dresses_formal,Clothing,Clothing,100.00,0.20,51.9269,no,yes,US,https://www.tribekelley.com,,no,no,no,no,not_probed,,81877,35.0
do_not_prioritize_now,68.9,Hikerkind (US),hikerkind.com,unknown,no,yes,general_womenswear,Womenswear,Clothing|Clothing Accessories|Shoes|Womenswear,56.45,0.13,45.8242,no,no,US,https://hikerkind.com/?utm_medium=referral,,no,no,no,no,not_probed,,115517,55.0
do_not_prioritize_now,68.9,Spirit Jersey,spiritjersey.com,unknown,no,no,,Clothing,Clothing,98.50,1.21,73.1104,yes,yes,US,https://www.spiritjersey.com,,no,no,no,no,not_probed,,89297,0.0
do_not_prioritize_now,68.8,The Dark Knot Limited,thedarkknot.com,unknown,no,yes,dresses_formal,Clothing,Clothing,100.00,0.19,52.1017,no,yes,US,https://www.thedarkknot.com,,no,no,no,no,not_probed,,89019,35.0
do_not_prioritize_now,68.8,Sandy Liang,sandyliang.info,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.19,52.1427,yes,yes,US,https://www.sandyliang.info,,no,no,no,no,not_probed,,47101,20.0
do_not_prioritize_now,68.8,menseventwear,menseventwear.com,unknown,no,no,,Clothing,Clothing,100.00,1.19,61.7859,yes,yes,US,https://www.menseventwear.com,,no,no,no,no,not_probed,,56383,0.0
do_not_prioritize_now,68.8,Le Superbe California,shoplesuperbe.com,unknown,no,no,,Clothing,Clothing,93.75,9.20,83.107,yes,yes,US,https://www.shoplesuperbe.com,,no,no,no,no,not_probed,,69832,0.0
do_not_prioritize_now,68.4,Bromelia Swimwear,bromeliaswimwear.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.17,54.0664,yes,yes,US,https://bromeliaswimwear.com,https://bromeliaswimwear.com/products/vivianne-high-waisted-reversible-bikini-bottoms-sangria | https://bromeliaswimwear.com/products/maragogi-bikini-bottoms-papaya | https://bromeliaswimwear.com/products/vivianne-tie-front-reversible-bikini-top-sangria,no,no,no,no,home_ok,,81163,20.0
do_not_prioritize_now,68.4,Chicmi,chicmi.com,unknown,no,no,,Clothing,Clothing,100.00,1.17,61.7838,yes,yes,US,https://www.chicmi.com,,no,no,no,no,not_probed,,92569,0.0
do_not_prioritize_now,68.2,THE GREAT.,thisisthegreat.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.16,55.6216,yes,yes,US,https://www.thisisthegreat.com,,no,no,no,no,not_probed,,86805,20.0
do_not_prioritize_now,68.1,Burton Snowboards US,burton.com,unknown,no,yes,bottoms_denim_active,Sportswear,Childrenswear|Clothing|Clothing Accessories|Gadgets|Green (Eco friendly)|Group Buying|Health & Beauty|Menswear|Music & DVD|Shoes|Sports Equipment|Sportswear|Womenswear|Airlines|Hotels & Accommodation|Local Holidays|Tourism & Attractions|Travel Agencies|Baby & Toddler,99.40,1.16,62.1321,yes,no,US,https://www.burton.com/us/en/home,,no,no,no,no,not_probed,,19106,10.0
do_not_prioritize_now,68.1,CoolHockey,coolhockey.com,unknown,no,no,,Clothing,Clothing,99.46,1.16,0,yes,yes,US,https://www.coolhockey.com,,no,no,no,no,not_probed,,89769,0.0
do_not_prioritize_now,68.0,Generation Love Clothing,generationloveclothing.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.15,0,yes,yes,US,https://generationloveclothing.com,,no,no,no,no,not_probed,,78900,20.0
do_not_prioritize_now,67.9,Carolina K,carolinak.com,unknown,no,no,,Clothing,Clothing,89.36,2.56,51.6771,yes,yes,US,https://www.carolinak.com,,no,no,no,no,not_probed,,107293,0.0
do_not_prioritize_now,67.6,Dovetail Workwear,dovetailworkwear.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.13,58.311,yes,yes,US,https://dovetailworkwear.com,,no,no,no,no,not_probed,,97449,20.0
do_not_prioritize_now,67.5,Cupshe CA,ca.cupshe.com,unknown,no,yes,general_womenswear,Clothing,Clothing,86.28,0.26,47.17,yes,yes,US,https://ca.cupshe.com,,no,no,no,no,not_probed,,52767,20.0
do_not_prioritize_now,67.4,LulaKate,lulakate.com,unknown,no,yes,dresses_formal,Clothing,Clothing,100.00,0.12,51.9787,no,yes,US,https://lulakate.com,,no,no,no,no,not_probed,,86165,35.0
do_not_prioritize_now,67.4,Almina Concept,almina-concept.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.87,54.3602,no,yes,US,https://almina-concept.com,,no,no,no,no,not_probed,,86581,20.0
do_not_prioritize_now,67.2,Sleeper,the-sleeper.com,unknown,no,no,,Clothing,Clothing,100.00,1.11,54.5426,yes,yes,US,https://the-sleeper.com,,no,no,no,no,not_probed,,77098,0.0
do_not_prioritize_now,67.2,Alice & Wonder,aliceandwonder.com,unknown,no,no,,Clothing,Clothing,100.00,1.11,61.1107,yes,yes,US,https://www.aliceandwonder.com,,no,no,no,no,not_probed,,69254,0.0
do_not_prioritize_now,67.1,Rungolee LLC,rungolee.com,unknown,no,yes,general_womenswear,Clothing,Clothing,91.67,0.94,49.127,no,yes,US,https://www.rungolee.com,,no,no,no,no,not_probed,,92743,20.0
do_not_prioritize_now,67.1,Mukzin,shop.mukzin.com,unknown,no,no,,Clothing,Clothing,85.71,7.09,57.2806,yes,yes,US,https://shop.mukzin.com,,no,no,no,no,not_probed,,90925,0.0
do_not_prioritize_now,66.8,Cabana Life,cabanalife.com,unknown,no,yes,general_womenswear,Clothing,Clothing,83.17,0.26,50.4161,yes,yes,US,https://www.cabanalife.com,,no,no,no,no,not_probed,,54041,20.0
do_not_prioritize_now,66.8,Okaywear Ltd,okaywear.com,unknown,no,no,,Clothing,Clothing,84.00,3.41,0,yes,yes,US,https://www.okaywear.com,,no,no,no,no,not_probed,,52119,0.0
do_not_prioritize_now,66.7,Eckhaus Latta,eckhauslatta.com,unknown,no,no,,Clothing,Clothing,96.43,1.12,83.3492,yes,yes,US,https://eckhauslatta.com,,no,no,no,no,not_probed,,95341,0.0
do_not_prioritize_now,66.6,MAE,maedinnyc.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.08,51.8481,yes,yes,US,https://www.maedinnyc.com,,no,no,no,no,not_probed,,40780,20.0
do_not_prioritize_now,66.2,Jude Connally,judeconnally.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.06,51.8293,yes,yes,US,https://judeconnally.com/?utm_source=Awin&utm_medium=Affiliate&utm_campaign=Jude+Connally+Influencer&utm_id=Awin+Influencer+Program,,no,no,no,no,not_probed,,88767,20.0
do_not_prioritize_now,65.8,Social Goods,social-goods.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.04,55.2989,yes,yes,US,https://www.social-goods.com,,no,no,no,no,not_probed,,93919,20.0
do_not_prioritize_now,65.8,COMOBOCA,cbcashmere.com,unknown,no,no,,Clothing,Clothing,79.17,2.19,52.3694,yes,yes,US,https://cbcashmere.com,,no,no,no,no,not_probed,,99269,0.0
do_not_prioritize_now,65.8,Danucera.com,danucera.com,Yotpo,yes,yes,full_bust_lingerie,Health & Beauty,Health & Beauty|Lingerie,100.00,1.04,72.1348,yes,no,US,https://danucera.com/,https://danucera.com/products/the-danucera-5-step-method-1 | https://danucera.com/products/the-body-1 | https://danucera.com/products/the-foundation-bundle-1,no,no,no,no,home_ok,,117133,-65.0
do_not_prioritize_now,65.6,Christy Lynn,christylynn.com,unknown,no,yes,general_womenswear,Womenswear,Clothing|Womenswear,42.86,0.10,40.8304,no,no,US,https://christylynn.com/,,no,no,no,no,not_probed,,122186,55.0
do_not_prioritize_now,65.4,Dress The Population,dressthepopulation.com,unknown,no,yes,dresses_formal,Clothing,Clothing,100.00,0.02,51.7017,no,yes,US,https://www.dressthepopulation.com,,no,no,no,no,not_probed,,74078,35.0
do_not_prioritize_now,65.4,Encircled,encircled.ca,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.02,52.4576,yes,yes,US,https://encircled.ca,,no,no,no,no,not_probed,,92953,20.0
do_not_prioritize_now,65.4,Vestique,vestique.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.02,51.2793,yes,yes,US,https://vestique.com,,no,no,no,no,not_probed,,85813,20.0
do_not_prioritize_now,65.3,First Tactical,firsttactical.com,unknown,no,no,,Clothing,Clothing,98.55,1.03,72.9322,yes,yes,US,https://www.firsttactical.com,,no,no,no,no,not_probed,,92821,0.0
do_not_prioritize_now,65.0,Earthly Threads (US),earthlythreads.com,unknown,no,yes,bottoms_denim_active;general_womenswear,Clothing,Childrenswear|Clothing|Health & Beauty|Home & Garden|Menswear|Sportswear|Womenswear|Baby & Toddler,0.00,0.00,0,no,no,US,https://www.earthlythreads.com/,,no,no,no,no,not_probed,,113990,65.0
do_not_prioritize_now,65.0,Tennis Express,tennisexpress.com,unknown,no,yes,bottoms_denim_active;general_womenswear,Sports Equipment,Childrenswear|Clothing Accessories|Gifts & Flowers|Health & Beauty|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear,0.00,0.00,0,no,no,US,https://tennisexpress.com/,,no,no,no,no,http_403;http_403,,125634,65.0
do_not_prioritize_now,65.0,Sora Clothing,soraclothing.ca,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,no,US,https://soraclothing.ca/,,no,no,no,no,not_probed,,122290,65.0
